@ref(networkElement)|@const(IpagDevice)class
@index(PE_Device)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|device_model|device_name|device_role|device_sub_role|device_type|ipaddress|loopback10_ipaddr|loopback_ipaddr|mcn|provision_status|ptnii|savpn_siteid|snmpcom_string|subscriber_name
12.82.88.9|12.82.88.9|12.82.88.9|||GFPIP|true|||||||12.82.88.9|12.82.88.9|||||||
12.82.118.14|12.82.118.14|12.82.118.14|||GFPIP|true|||||||12.82.118.14|12.82.118.14|||||920||
12.82.90.7|12.82.90.7|12.82.90.7|||GFPIP|true|||||||12.82.90.7|12.82.90.7|||||244||
12.82.90.8|12.82.90.8|12.82.90.8|||GFPIP|true|||||||12.82.90.8|12.82.90.8|||||250||
12.82.62.1|12.82.62.1|12.82.62.1|||GFPIP|true|||||||12.82.62.1|12.82.62.1|||||1051||
12.82.72.8|12.82.72.8|12.82.72.8|||GFPIP|true|||||||12.82.72.8|12.82.72.8|||||220||
12.82.74.16|12.82.74.16|12.82.74.16|||GFPIP|true|||||||12.82.74.16|12.82.74.16|||||173||
135.184.250.190|135.184.250.190|135.184.250.190|EGS-CFO|EGS|||||ltrkaregs01-c6513||||||||||||
12.82.0.51|12.82.0.51|12.82.0.51|||GFPIP|true|||||||12.82.0.51|12.82.0.51|||||812||
12.122.83.151|12.122.83.151|12.122.83.151|EGS-CFO|EGS|||||omhne34ck4||||||||||||
12.122.124.10|12.122.124.10|12.122.124.10|EGS-CFO|EGS|||||attga57ck4||||||||||||
12.122.126.34|12.122.126.34|12.122.126.34|EGS-CFO|EGS|||||wswdc51ck4||||||||||||
165.87.103.163|165.87.103.163|165.87.103.163|EGS-CFO|EGS|||||HUBDPS2002CR1||||||||||||
10.144.0.61|10.144.0.61|10.144.0.61|||OEW-VPLS|true||JUNIPER MX960|SFFCA302VR1|||VR1|192.168.43.14|10.144.10.61|10.144.0.61||PROV|||cbbsnmp|
12.122.126.165|12.122.126.165|12.122.126.165|EGS-CFO|EGS|||||kc9mo39ck4||||||||||||
32.119.158.123|32.119.158.123|32.119.158.123|EGS-CFO|EGS|||||CHGENV1002ER1||||||||||||
10.204.241.12|10.204.241.12|10.204.241.12|ETHERNET-NFO|IPAG|SROUTER|true|S|3560V2-24|CRCYNVHDUAZ|||CISCO 3500 SERIES|10.204.241.12||10.204.241.12||IN-SERVICE|CRDNV63HU4|||
12.80.72.74|12.80.72.74|12.80.72.74|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAWNC|IPAG2||JUNIPER MX SERIES|10.204.247.77|12.123.75.166|12.80.72.74||IN-SERVICE|RLFNC312IB2|||
143.0.24.74|143.0.24.74|143.0.24.74|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANX81|IPAG1||JUNIPER MX SERIES|10.204.243.213|12.122.131.200|143.0.24.74||IN-SERVICE|GSHFL312IA3|||
143.0.68.233|143.0.68.233|143.0.68.233|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|LSANCAVA0UW|IPAG2||JUNIPER MX SERIES|10.204.243.107|12.122.131.97|143.0.68.233||IN-SERVICE|LSBCA301IA2|||
148.0.131.193|148.0.131.193|148.0.131.193|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA01W01|IPAG1||JUNIPER MX SERIES|12.122.123.224|12.122.129.30|148.0.131.193||IN-SERVICE|SNICA302IA1|||
143.0.68.240|143.0.68.240|143.0.68.240|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLANAC1|IPAG2||JUNIPER MX SERIES|10.204.243.114|12.122.131.104|143.0.68.240||IN-SERVICE|GSHFL305IA3|||
143.0.68.66|143.0.68.66|143.0.68.66|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMAM01|IPAG1||JUNIPER MX SERIES|143.1.33.53|147.0.0.51|143.0.68.66||IN-SERVICE|CRCNV384IA1|||
149.9.0.61|149.9.0.61|149.9.0.61|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMAJ2T|IPAG1||JUNIPER MX SERIES|10.204.241.214|12.122.129.249|149.9.0.61||IN-SERVICE|CRCNV323IA1|||
149.4.64.6|149.4.64.6|149.4.64.6|||OEW-VPLS|true||JUNIPER MX960|HS1TX314VR1|||VR1|148.2.0.63|143.0.96.99|149.4.64.6||PROV|||cbbsnmp|
149.4.64.1|149.4.64.1|149.4.64.1|||OEW-VPLS|true||JUNIPER MX960|HS1TX309VR1|||VR1|148.2.0.21|143.0.96.57|149.4.64.1||PROV|||cbbsnmp|
12.82.53.9|12.82.53.9|12.82.53.9|||GFPIP|true|||||||12.82.53.9|12.82.53.9|||||||
12.82.0.99|12.82.0.99|12.82.0.99|||GFPIP|true|||||||12.82.0.99|12.82.0.99|||||||
12.82.78.4|12.82.78.4|12.82.78.4|||GFPIP|true|||||||12.82.78.4|12.82.78.4|||||233||
12.82.8.10|12.82.8.10|12.82.8.10|||GFPIP|true|||||||12.82.8.10|12.82.8.10|||||290||
12.123.70.111|12.123.70.111|12.123.70.111|EGS-CFO|EGS|||||abyny302me1||||||||||||
135.184.206.11|135.184.206.11|135.184.206.11|EGS-CFO|EGS|||||sndgcaegs01-c6513||||||||||||
165.87.103.175|165.87.103.175|165.87.103.175|EGS-CFO|EGS|||||DEMNCH2002CR1||||||||||||
165.87.146.2|165.87.146.2|165.87.146.2|EGS-CFO|EGS|||||WSWDC002CR1||||||||||||
165.87.250.9|165.87.250.9|165.87.250.9|EGS-CFO|EGS|||||HKHNKN1001ER1||||||||||||
12.123.70.130|12.123.70.130|12.123.70.130|EGS-CFO|EGS|||||santx304me1||||||||||||
165.87.254.57|165.87.254.57|165.87.254.57|EGS-CFO|EGS|||||DEBRLN1001ER1||||||||||||
12.123.70.150|12.123.70.150|12.123.70.150|EGS-CFO|EGS|||||clmsc303me1||||||||||||
12.123.67.65|12.123.67.65|12.123.67.65|EGS-CFO|EGS|||||mdswi303me1||||||||||||
12.123.70.147|12.123.70.147|12.123.70.147|EGS-CFO|EGS|||||ocyok303me1||||||||||||
12.123.67.68|12.123.67.68|12.123.67.68|EGS-CFO|EGS|||||cgcil305me1||||||||||||
135.184.232.102|135.184.232.102|135.184.232.102|EGS-CFO|EGS|||||dlstx37ck4||||||||||||
12.122.126.98|12.122.126.98|12.122.126.98|EGS-CFO|EGS|||||n54ny60ck4||||||||||||
12.123.70.230|12.123.70.230|12.123.70.230|EGS-CFO|EGS|||||okbil307me1||||||||||||
165.87.103.185|165.87.103.185|165.87.103.185|EGS-CFO|EGS|||||QADOHA1001CR1||||||||||||
12.82.126.193|12.82.126.193|12.82.126.193|||GFPIP|true|||||||12.82.126.193|12.82.126.193|||||3119||
12.82.8.90|12.82.8.90|12.82.8.90|||GFPIP|true|||||||12.82.8.90|12.82.8.90|||||3051||
12.82.88.1|12.82.88.1|12.82.88.1|||GFPIP|true|||||||12.82.88.1|12.82.88.1|||||3122||
12.123.70.236|12.123.70.236|12.123.70.236|EGS-CFO|EGS|||||fldfl308me1||||||||||||
165.87.251.155|165.87.251.155|165.87.251.155|EGS-CFO|EGS|||||MYKLLM1001ER1||||||||||||
12.82.0.94|12.82.0.94|12.82.0.94|||GFPIP|true|||||||12.82.0.94|12.82.0.94|||||3059||
12.82.127.193|12.82.127.193|12.82.127.193|||GFPIP|true|||||||12.82.127.193|12.82.127.193|||||3127||
12.123.67.207|12.123.67.207|12.123.67.207|EGS-CFO|EGS|||||cl2oh304me1||||||||||||
12.122.125.128|12.122.125.128|12.122.125.128|EGS-CFO|EGS|||||phmaz34ck4||||||||||||
12.82.94.28|12.82.94.28|12.82.94.28|||GFPIP|true|||||||12.82.94.28|12.82.94.28|||||3033||
165.87.245.82|165.87.245.82|165.87.245.82|EGS-CFO|EGS|||||MAMFL002CR1||||||||||||
12.122.8.142|12.122.8.142|12.122.8.142|||GFPIP|true|||ATTGA86CRS|||BR|12.122.8.142|12.122.8.142|||||||
12.123.67.108|12.123.67.108|12.123.67.108|EGS-CFO|EGS|||||sl9mo303me1||||||||||||
135.184.227.17|135.184.227.17|135.184.227.17|EGS-CFO|EGS|||||anhmcaegs01-c6513||||||||||||
12.83.2.4|12.83.2.4|12.83.2.4|||GFPIP|true|||ATWGA82CRS|||BR|12.83.2.4|12.83.2.4|||||||
12.123.71.71|12.123.71.71|12.123.71.71|EGS-CFO|EGS|||||ocyok305me1||||||||||||
12.82.24.74|12.82.24.74|12.82.24.74|||GFPIP|true|||||||12.82.24.74|12.82.24.74|||||3075||
12.123.70.215|12.123.70.215|12.123.70.215|EGS-CFO|EGS|||||abyny304me1||||||||||||
12.123.70.207|12.123.70.207|12.123.70.207|EGS-CFO|EGS|||||phlpa308me1||||||||||||
12.82.32.1|12.82.32.1|12.82.32.1|||GFPIP|true|||||||12.82.32.1|12.82.32.1|||||3112||
12.123.67.76|12.123.67.76|12.123.67.76|EGS-CFO|EGS|||||la2ca302me1||||||||||||
12.123.71.3|12.123.71.3|12.123.71.3|EGS-CFO|EGS|||||nw2nj309me1||||||||||||
165.87.163.5|165.87.163.5|165.87.163.5|EGS-CFO|EGS|||||GBLOND2085CR1||||||||||||
12.122.124.194|12.122.124.194|12.122.124.194|EGS-CFO|EGS|||||dtrmi47ck4||||||||||||
165.87.103.174|165.87.103.174|165.87.103.174|EGS-CFO|EGS|||||DEMNCH2001CR1||||||||||||
12.122.8.127|12.122.8.127|12.122.8.127|||GFPIP|true|||NW2NJ81CRS|||BR|12.122.8.127|12.122.8.127|||||||
135.184.21.143|135.184.21.143|135.184.21.143|EGS-CFO|EGS|||||n54ny31c13||||||||||||
32.119.158.121|32.119.158.121|32.119.158.121|EGS-CFO|EGS|||||ESBRCL1002ER1||||||||||||
12.123.70.32|12.123.70.32|12.123.70.32|EGS-CFO|EGS|||||n54ny308me1||||||||||||
12.123.70.29|12.123.70.29|12.123.70.29|EGS-CFO|EGS|||||dtrmi305me1||||||||||||
12.122.124.127|12.122.124.127|12.122.124.127|EGS-CFO|EGS|||||cgcil62ck4||||||||||||
12.123.70.157|12.123.70.157|12.123.70.157|EGS-CFO|EGS|||||fldfl307me1||||||||||||
12.82.76.1|12.82.76.1|12.82.76.1|||GFPIP|true|||||||12.82.76.1|12.82.76.1|||||3110||
12.123.67.201|12.123.67.201|12.123.67.201|EGS-CFO|EGS|||||dlstx305me1||||||||||||
12.123.67.56|12.123.67.56|12.123.67.56|EGS-CFO|EGS|||||hs1tx301me1||||||||||||
12.82.106.14|12.82.106.14|12.82.106.14|||GFPIP|true|||||||12.82.106.14|12.82.106.14|||||3073||
12.123.70.224|12.123.70.224|12.123.70.224|EGS-CFO|EGS|||||clboh306me1||||||||||||
165.87.163.6|165.87.163.6|165.87.163.6|EGS-CFO|EGS|||||GBLOND2086CR1||||||||||||
165.87.65.147|165.87.65.147|165.87.65.147|EGS-CFO|EGS|||||KRSEOL2101ER1||||||||||||
12.122.125.40|12.122.125.40|12.122.125.40|EGS-CFO|EGS|||||nw2nj33ck4||||||||||||
165.87.65.97|165.87.65.97|165.87.65.97|EGS-CFO|EGS|||||TWTAIP1101ER1||||||||||||
12.82.106.6|12.82.106.6|12.82.106.6|||GFPIP|true|||||||12.82.106.6|12.82.106.6|||||3118||
165.87.132.3|165.87.132.3|165.87.132.3|EGS-CFO|EGS|||||SGSNGP2003CR1||||||||||||
135.184.242.139|135.184.242.139|135.184.242.139|EGS-CFO|EGS|||||nworlaegs01-c6513||||||||||||
135.184.205.172|135.184.205.172|135.184.205.172|EGS-CFO|EGS|||||snfccaegs02-c6513||||||||||||
12.122.125.243|12.122.125.243|12.122.125.243|EGS-CFO|EGS|||||st0wa32ck4||||||||||||
12.123.67.195|12.123.67.195|12.123.67.195|EGS-CFO|EGS|||||ormfl304me1||||||||||||
12.122.8.141|12.122.8.141|12.122.8.141|||GFPIP|true|||ATTGA85CRS|||BR|12.122.8.141|12.122.8.141|||||||
12.122.8.138|12.122.8.138|12.122.8.138|||GFPIP|true|||CLBOH82CRS|||BR|12.122.8.138|12.122.8.138|||||||
12.123.71.85|12.123.71.85|12.123.71.85|EGS-CFO|EGS|||||atnga311me1||||||||||||
165.87.103.148|165.87.103.148|165.87.103.148|EGS-CFO|EGS|||||CHGENV1081CR1||||||||||||
10.0.38.10|10.0.38.10|10.0.38.10|||OEW-VPLS|true||JUNIPER MX960|ORMFL304VR1|||VR1|10.0.32.92|10.0.35.87|10.0.38.10||PROV|||cbbsnmp|
10.0.40.42|10.0.40.42|10.0.40.42|||OEW-VPLS|true||JUNIPER MX960|KC9MO303VR1|||VR1|12.122.126.203|10.0.35.94|10.0.40.42||CAPPED|||cbbsnmp|
12.122.8.164|12.122.8.164|12.122.8.164|||GFPIP|true|||N54NY86CRS|||BR|12.122.8.164|12.122.8.164|||||||
10.0.36.24|10.0.36.24|10.0.36.24|||OEW-VPLS|true||JUNIPER MX960|SFFCA314VR1|||VR1|149.2.128.20|143.0.96.138|10.0.36.24||PROV|||cbbsnmp|
10.144.0.65|10.144.0.65|10.144.0.65|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|ORLDFLMA61W|IPAG2||JUNIPER MX SERIES|192.168.112.101|10.144.10.65|10.144.0.65||IN-SERVICE|ORMFL301IA2|||
12.123.80.154|12.123.80.154|12.123.80.154|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVHU915|IPAG1||JUNIPER MX SERIES|12.122.122.189|12.122.128.63|12.123.80.154||IN-SERVICE|CRBNV303IA1|||
10.204.241.0|10.204.241.0|10.204.241.0|ETHERNET-NFO|IPAG|SROUTER|true|S|3560V2-24|CRCYNVAAHKA|||CISCO 3500 SERIES|10.204.241.0||10.204.241.0||IN-SERVICE|CRANV61HU4|||
12.123.106.116|12.123.106.116|12.123.106.116|ETHERNET-NFO|IPAG|SROUTER|true|B|3925|JCVLFLWTAE0|||CISCO 3900 SERIES|10.204.244.37||12.123.106.116||IN-SERVICE|JCDFL62NM7|||
12.80.72.90|12.80.72.90|12.80.72.90|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMA711|IPAG1||JUNIPER MX SERIES|10.204.247.98|12.123.75.187|12.80.72.90||IN-SERVICE|RLFNC339IA1|||
12.122.72.115|12.122.72.115|12.122.72.115|||OEW-VPLS|true||JUNIPER MX960|DLSTX302VR1|||VR1|10.0.40.28|10.0.35.79|12.122.72.115||PROV|||currentstring|
10.204.241.2|10.204.241.2|10.204.241.2|ETHERNET-NFO|IPAG|SROUTER|true|B|3560V2-24|MIAMFLMN94Y|||CISCO 3500 SERIES|10.204.241.2||10.204.241.2||IN-SERVICE|MIAFL61HU4|||
12.123.105.100|12.123.105.100|12.123.105.100|ETHERNET-NFO|IPAG|SROUTER|true|B|3925|ORLDFLMA318|||CISCO 3900 SERIES|10.204.244.40||12.123.105.100||IN-SERVICE|ORMFL62NM7|||
12.80.68.128|12.80.68.128|12.80.68.128|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMOP21|IPAG1||JUNIPER MX SERIES|10.204.246.177|12.123.75.20|12.80.68.128||IN-SERVICE|RLGNC310IA1|||
143.0.24.44|143.0.24.44|143.0.24.44|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAGS0AW|IPAG1||JUNIPER MX SERIES|10.204.243.181|12.122.131.169|143.0.24.44||IN-SERVICE|SCNCA301IA3|||
143.0.68.213|143.0.68.213|143.0.68.213|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLAN2MD|IPAG1||JUNIPER MX SERIES|10.204.243.87|12.122.131.77|143.0.68.213||IN-SERVICE|GSHFL301IA3|||
12.122.124.155|12.122.124.155|12.122.124.155|EGS-CFO|EGS|||||ftwtx37ck4||||||||||||
143.0.24.8|143.0.24.8|143.0.24.8|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVMA785|IPAG2||JUNIPER MX SERIES|10.204.243.138|12.122.131.129|143.0.24.8||IN-SERVICE|CRCNV337IA2|||
149.0.3.157|149.0.3.157|149.0.3.157|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMACIQ|IPAG1||JUNIPER MX SERIES|10.204.242.76|12.122.130.73|149.0.3.157||IN-SERVICE|DYAFL382IA1|||
12.123.71.68|12.123.71.68|12.123.71.68|EGS-CFO|EGS|||||slkut307me1||||||||||||
12.122.126.146|12.122.126.146|12.122.126.146|EGS-CFO|EGS|||||cl2oh39ck4||||||||||||
12.123.71.76|12.123.71.76|12.123.71.76|EGS-CFO|EGS|||||spfmo305me1||||||||||||
12.122.8.98|12.122.8.98|12.122.8.98|||GFPIP|true|||PHLPA82CRS|||BR|12.122.8.98|12.122.8.98|||||||
66.10.254.204|66.10.254.204|66.10.254.204|||GFPIP|true|||CHAIL81CRS|||BR|66.10.254.204|66.10.254.204|||||||
165.87.254.141|165.87.254.141|165.87.254.141|EGS-CFO|EGS|||||SESTKH1002ER1||||||||||||
12.123.67.177|12.123.67.177|12.123.67.177|EGS-CFO|EGS|||||mdswi302me1||||||||||||
12.122.8.175|12.122.8.175|12.122.8.175|||GFPIP|true|||DTRMI83CRS|||BR|12.122.8.175|12.122.8.175|||||||
12.122.8.147|12.122.8.147|12.122.8.147|||GFPIP|true|||RCMVA81CRS|||BR|12.122.8.147|12.122.8.147|||||||
165.87.172.1|165.87.172.1|165.87.172.1|EGS-CFO|EGS|||||DEEHGN1001CR1||||||||||||
12.122.124.11|12.122.124.11|12.122.124.11|EGS-CFO|EGS|||||nsvtn33ck4||||||||||||
12.123.70.64|12.123.70.64|12.123.70.64|EGS-CFO|EGS|||||sd2ca305me1||||||||||||
12.82.24.17|12.82.24.17|12.82.24.17|||GFPIP|true|||||||12.82.24.17|12.82.24.17|||||181||
12.82.70.21|12.82.70.21|12.82.70.21|||GFPIP|true|||||||12.82.70.21|12.82.70.21|||||659||
12.82.128.14|12.82.128.14|12.82.128.14|||GFPIP|true|||||||12.82.128.14|12.82.128.14|||||||
12.82.24.70|12.82.24.70|12.82.24.70|||GFPIP|true|||||||12.82.24.70|12.82.24.70|||||1180||
12.82.56.14|12.82.56.14|12.82.56.14|||GFPIP|true|||||||12.82.56.14|12.82.56.14|||||||
12.82.8.81|12.82.8.81|12.82.8.81|||GFPIP|true|||||||12.82.8.81|12.82.8.81|||||1063||
12.82.53.10|12.82.53.10|12.82.53.10|||GFPIP|true|||||||12.82.53.10|12.82.53.10|||||||
12.82.0.109|12.82.0.109|12.82.0.109|||GFPIP|true|||||||12.82.0.109|12.82.0.109|||||||
12.82.60.18|12.82.60.18|12.82.60.18|||GFPIP|true|||||||12.82.60.18|12.82.60.18|||||851||
12.82.96.3|12.82.96.3|12.82.96.3|||GFPIP|true|||||||12.82.96.3|12.82.96.3|||||935||
12.82.86.8|12.82.86.8|12.82.86.8|||GFPIP|true|||||||12.82.86.8|12.82.86.8|||||139||
12.82.102.10|12.82.102.10|12.82.102.10|||GFPIP|true|||||||12.82.102.10|12.82.102.10|||||211||
12.82.32.31|12.82.32.31|12.82.32.31|||GFPIP|true|||||||12.82.32.31|12.82.32.31|||||729||
12.82.88.21|12.82.88.21|12.82.88.21|||GFPIP|true|||||||12.82.88.21|12.82.88.21|||||558||
12.82.64.23|12.82.64.23|12.82.64.23|||GFPIP|true|||||||12.82.64.23|12.82.64.23|||||492||
12.82.60.31|12.82.60.31|12.82.60.31|||GFPIP|true|||||||12.82.60.31|12.82.60.31|||||||
12.82.106.7|12.82.106.7|12.82.106.7|||GFPIP|true|||||||12.82.106.7|12.82.106.7|||||715||
12.82.66.5|12.82.66.5|12.82.66.5|||GFPIP|true|||||||12.82.66.5|12.82.66.5|||||256||
12.82.94.9|12.82.94.9|12.82.94.9|||GFPIP|true|||||||12.82.94.9|12.82.94.9|||||626||
12.82.40.53|12.82.40.53|12.82.40.53|||GFPIP|true|||||||12.82.40.53|12.82.40.53|||||422||
12.82.66.11|12.82.66.11|12.82.66.11|||GFPIP|true|||||||12.82.66.11|12.82.66.11|||||257||
12.82.90.25|12.82.90.25|12.82.90.25|||GFPIP|true|||||||12.82.90.25|12.82.90.25|||||||
12.82.0.18|12.82.0.18|12.82.0.18|||GFPIP|true|||||||12.82.0.18|12.82.0.18|||||317||
32.120.194.248|32.120.194.248|32.120.194.248|||GFPIP|true|||JPTOKY1002ME2|||AR|32.120.194.248|32.120.194.248|||||||
32.119.223.252|32.119.223.252|32.119.223.252|||GFPIP|true|||PTLSBN1002ME2|||AR|32.119.223.252|32.119.223.252|||||||
165.87.245.73|165.87.245.73|165.87.245.73|||GFPIP|true|||BRHORT1001ME2|||AR|165.87.245.73|165.87.245.73|||||||
12.82.40.19|12.82.40.19|12.82.40.19|||GFPIP|true|||||||12.82.40.19|12.82.40.19|||||758||
12.82.24.80|12.82.24.80|12.82.24.80|||GFPIP|true|||||||12.82.24.80|12.82.24.80|||||||
12.82.16.105|12.82.16.105|12.82.16.105|||GFPIP|true|||||||12.82.16.105|12.82.16.105|||||||
12.82.144.14|12.82.144.14|12.82.144.14|||GFPIP|true|||||||12.82.144.14|12.82.144.14|||||||
12.82.16.113|12.82.16.113|12.82.16.113|||GFPIP|true|||||||12.82.16.113|12.82.16.113|||||||
143.0.68.204|143.0.68.204|143.0.68.204|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMA814|IPAG1||JUNIPER MX SERIES|10.204.243.78|12.122.131.68|143.0.68.204||IN-SERVICE|DYAFL329IA3|||
143.0.68.206|143.0.68.206|143.0.68.206|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|ANHMCAGTO02|IPAG2||JUNIPER MX SERIES|10.204.243.80|12.122.131.70|143.0.68.206||IN-SERVICE|ANBCA303IA2|||
12.80.72.36|12.80.72.36|12.80.72.36|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMARR5|IPAG2||JUNIPER MX SERIES|10.204.247.34|12.123.75.123|12.80.72.36||IN-SERVICE|RLFNC304IB2|||
143.0.24.168|143.0.24.168|143.0.24.168|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|GSVLFLSTXAY|IPAG2||JUNIPER MX SERIES|10.204.244.83|12.122.132.47|143.0.24.168||IN-SERVICE|GSLFL301IB2|||
143.0.68.51|143.0.68.51|143.0.68.51|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA0214W|IPAG1||JUNIPER MX SERIES|143.1.33.38|147.0.0.38|143.0.68.51||IN-SERVICE|SNACA314IA1|||
148.0.131.182|148.0.131.182|148.0.131.182|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|RENONVYAY3Q|IPAG1||JUNIPER MX SERIES|12.122.123.213|12.122.129.19|148.0.131.182||IN-SERVICE|REANV304IA1|||
149.0.24.16|149.0.24.16|149.0.24.16|||OEW-VPLS|true||JUNIPER MX960|MMPTN302VR1|||VR1|148.0.129.216|143.0.96.12|149.0.24.16||PROV|||cbbsnmp|
149.0.3.197|149.0.3.197|149.0.3.197|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAL05|IPAG1||JUNIPER MX SERIES|10.204.242.116|12.122.130.112|149.0.3.197||IN-SERVICE|DYAFL301IA3|||
150.0.0.19|150.0.0.19|150.0.0.19|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVAAU09|IPAG2||JUNIPER MX SERIES|12.122.123.67|12.122.128.162|150.0.0.19||IN-SERVICE|CRANV309IA2|||
149.8.0.12|149.8.0.12|149.8.0.12|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAHUK7N|IPAG1||JUNIPER MX SERIES|12.122.123.12|12.122.128.126|149.8.0.12||IN-SERVICE|SNPCA315IA1|||
12.122.8.47|12.122.8.47|12.122.8.47|||GFPIP|true|||SC1CA21CRS|||BR|12.122.8.47|12.122.8.47|||||||
149.8.0.130|149.8.0.130|149.8.0.130|||OEW-VPLS|true||JUNIPER MX960|SL9MO307VR1|||VR1|149.2.128.29|143.0.96.147|149.8.0.130||PROV|||cbbsnmp|
12.122.248.86|12.122.248.86|12.122.248.86|||GFPIP|true|||BGTMO402ME2|||ROUTER|12.122.248.86|12.122.248.86|||||||
8.8.0.202|8.8.0.202|8.8.0.202|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMNWE1|IPAG1||JUNIPER MX SERIES|12.81.161.215|12.123.76.101|8.8.0.202||IN-SERVICE|DYDFL307IA1|||
8.8.0.238|8.8.0.238|8.8.0.238|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAAC1K|IPAG1||JUNIPER MX SERIES|12.81.162.9|12.123.76.117|8.8.0.238||IN-SERVICE|CRDNV345IA1|||
12.122.8.18|12.122.8.18|12.122.8.18|||GFPIP|true|||DLSTX22CRS|||BR|12.122.8.18|12.122.8.18|||||||
12.122.8.38|12.122.8.38|12.122.8.38|||GFPIP|true|||NSVTN22CRS|||BR|12.122.8.38|12.122.8.38|||||||
12.82.102.25|12.82.102.25|12.82.102.25|||GFPIP|true|||||||12.82.102.25|12.82.102.25|||||1102||
10.0.42.193|10.0.42.193|10.0.42.193|EGS-CFO|EGS|||||reamt302me1||||||||||||
12.123.67.149|12.123.67.149|12.123.67.149|EGS-CFO|EGS|||||ftwtx303me1||||||||||||
12.123.70.166|12.123.70.166|12.123.70.166|EGS-CFO|EGS|||||mpsmn305me1||||||||||||
12.123.70.152|12.123.70.152|12.123.70.152|EGS-CFO|EGS|||||n54ny312me1||||||||||||
165.87.186.1|165.87.186.1|165.87.186.1|EGS-CFO|EGS|||||ESMDRD1001CR1||||||||||||
12.122.125.244|12.122.125.244|12.122.125.244|EGS-CFO|EGS|||||ptdor33ck4||||||||||||
165.87.135.1|165.87.135.1|165.87.135.1|EGS-CFO|EGS|||||JPTOKY2001CR1||||||||||||
165.87.242.63|165.87.242.63|165.87.242.63|EGS-CFO|EGS|||||GBLOND2002ER1||||||||||||
12.82.110.4|12.82.110.4|12.82.110.4|||GFPIP|true|||||||12.82.110.4|12.82.110.4|||||3000||
12.122.124.116|12.122.124.116|12.122.124.116|EGS-CFO|EGS|||||cgcil52ck4||||||||||||
165.87.208.18|165.87.208.18|165.87.208.18|EGS-CFO|EGS|||||GBLOND2101ER1||||||||||||
165.87.125.146|165.87.125.146|165.87.125.146|EGS-CFO|EGS|||||MYKLLM1001CR1||||||||||||
12.123.70.229|12.123.70.229|12.123.70.229|EGS-CFO|EGS|||||sd2ca307me1||||||||||||
12.123.70.243|12.123.70.243|12.123.70.243|EGS-CFO|EGS|||||gr2ca303me1||||||||||||
12.123.67.206|12.123.67.206|12.123.67.206|EGS-CFO|EGS|||||fldfl303me1||||||||||||
12.122.124.140|12.122.124.140|12.122.124.140|EGS-CFO|EGS|||||dlstx58ck4||||||||||||
12.122.126.195|12.122.126.195|12.122.126.195|EGS-CFO|EGS|||||nsvtn37ck4||||||||||||
12.82.90.30|12.82.90.30|12.82.90.30|||GFPIP|true|||||||12.82.90.30|12.82.90.30|||||3052||
12.122.124.154|12.122.124.154|12.122.124.154|EGS-CFO|EGS|||||dlstx63ck4||||||||||||
12.122.8.193|12.122.8.193|12.122.8.193|||GFPIP|true|||BTMMD81CRS|||BR|12.122.8.193|12.122.8.193|||||||
12.122.126.14|12.122.126.14|12.122.126.14|EGS-CFO|EGS|||||ltrar33ck4||||||||||||
12.122.126.108|12.122.126.108|12.122.126.108|EGS-CFO|EGS|||||chsct33ck4||||||||||||
12.122.124.4|12.122.124.4|12.122.124.4|EGS-CFO|EGS|||||attga55ck4||||||||||||
